388544.513459, 4054340, 0
388560, 4054354.97382, 0
388565.063805, 4054360, 0
388580, 4054378.68682, 0
388581.223558, 4054380, 0
388600, 4054393.04181, 0
388620, 4054393.16532, 0
388639.069634, 4054400, 0
388640, 4054400.64128, 0
388658.171681, 4054420, 0
388660, 4054423.09012, 0
388669.213099, 4054440, 0
388673.332713, 4054460, 0
388673.482671, 4054480, 0
388672.222245, 4054500, 0
388669.28694, 4054520, 0
388665.200859, 4054540, 0
388661.947494, 4054560, 0
388660, 4054569.84558, 0
388656.910285, 4054580, 0
388650.719296, 4054600, 0
388644.83522, 4054620, 0
388640, 4054636.68662, 0
388638.47165, 4054640, 0
388624.667804, 4054660, 0
388620, 4054668.52855, 0
388612.81577, 4054680, 0
388600, 4054698.1771, 0
388598.544482, 4054700, 0
388580, 4054719.55294, 0
388579.564245, 4054720, 0
388560, 4054734.8721, 0
388553.88859, 4054740, 0
388540, 4054752.93149, 0
388532.072724, 4054760, 0
388520, 4054772.19131, 0
388511.638446, 4054780, 0
388500, 4054792.39432, 0
388492.854353, 4054800, 0
388480, 4054814.49016, 0
388475.099787, 4054820, 0
388460, 4054837.51844, 0
388458.028888, 4054840, 0
388443.27222, 4054860, 0
388440, 4054865.27609, 0
388429.448732, 4054880, 0
388420, 4054893.18411, 0
388414.62074, 4054900, 0
388400.612835, 4054920, 0
388400, 4054920.76573, 0
388384.208524, 4054940, 0
388380, 4054947.20061, 0
388369.134169, 4054960, 0
388360, 4054972.73312, 0
388354.179702, 4054980, 0
388340, 4054998.99196, 0
388339.193132, 4055000, 0
388322.851281, 4055020, 0
388320, 4055023.42753, 0
388305.330355, 4055040, 0
388638.603171, 4054100, 0
388639.867805, 4054120, 0
388640, 4054120.93161, 0
388640.336586, 4054120, 0
388645.131175, 4054100, 0
388640, 4054097.6419, 0
