394060, 4050481.62834, 0
394040, 4050498.88645, 0
394038.746771, 4050500, 0
394020, 4050510.92009, 0
394000, 4050518.66119, 0
393995.936222, 4050520, 0
393980, 4050523.44525, 0
393960, 4050525.84891, 0
393940, 4050526.36129, 0
393920, 4050525.06926, 0
393900, 4050522.02677, 0
393880, 4050527.20749, 0
393875.109371, 4050540, 0
393866.379697, 4050560, 0
393860, 4050569.55713, 0
393849.154942, 4050580, 0
393840, 4050586.17394, 0
393820.849476, 4050600, 0
393820, 4050600.41513, 0
393800, 4050604.08295, 0
393780, 4050611.32871, 0
393763.509501, 4050620, 0
393760, 4050621.61882, 0
393740, 4050632.81875, 0
393727.112599, 4050640, 0
393720, 4050642.31454, 0
393700, 4050645.36264, 0
393680, 4050643.4856, 0
393660, 4050647.93182, 0
393647.662856, 4050660, 0
393640, 4050665.09159, 0
393621.529706, 4050680, 0
393620, 4050681.25376, 0
393600, 4050691.87671, 0
393586.763338, 4050700, 0
393580, 4050701.9931, 0
393560, 4050706.32701, 0
393540, 4050702.00821, 0
393520, 4050708.73759, 0
393500, 4050701.41356, 0
393494.683431, 4050700, 0
393488.480457, 4050680, 0
393480, 4050674.2069, 0
393472.310148, 4050680, 0
393473.480313, 4050700, 0
393465.891255, 4050720, 0
393460, 4050736.36062, 0
393457.582078, 4050740, 0
393440.996997, 4050760, 0
393440, 4050761.0435, 0
393420, 4050768.44449, 0
393403.991667, 4050780, 0
393400, 4050783.37312, 0
393380, 4050787.78591, 0
393360, 4050790.30821, 0
393340, 4050795.66692, 0
393335.824727, 4050800, 0
393332.700998, 4050820, 0
393332.023736, 4050840, 0
393320, 4050851.57863, 0
393300, 4050852.76671, 0
393280, 4050850.40717, 0
393264.832823, 4050860, 0
393260, 4050862.93209, 0
393240, 4050872.52491, 0
393223.79134, 4050880, 0
393220, 4050881.57976, 0
393200, 4050890.88938, 0
393181.914133, 4050900, 0
393180, 4050900.8433, 0
393160, 4050906.10404, 0
393140, 4050907.10933, 0
393120, 4050910.93602, 0
393109.146954, 4050920, 0
393100, 4050927.74152, 0
393088.266184, 4050940, 0
393080, 4050947.78123, 0
393060, 4050959.39552, 0
393057.738004, 4050960, 0
393040, 4050963.49409, 0
393020, 4050962.52182, 0
393000, 4050962.64033, 0
392982.202788, 4050980, 0
392980, 4050983.80713, 0
392971.621452, 4051000, 0
392960, 4051010.16036, 0
392952.033634, 4051020, 0
392940, 4051031.33609, 0
392930.869056, 4051040, 0
392920, 4051053.10507, 0
392906.977522, 4051060, 0
392900, 4051064.18751, 0
392880, 4051071.52675, 0
392867.758339, 4051080, 0
392860, 4051096.6176, 0
392858.800621, 4051100, 0
392840, 4051119.1576, 0
392838.792556, 4051120, 0
392820, 4051128.28593, 0
392800, 4051131.82357, 0
392780, 4051132.02518, 0
392760, 4051126.9356, 0
392743.144179, 4051120, 0
392740, 4051118.61449, 0
392734.665029, 4051120, 0
392720, 4051125.5353, 0
392700.15132, 4051140, 0
392700, 4051140.0893, 0
392680, 4051150.66357, 0
392660.246315, 4051160, 0
392660, 4051160.10478, 0
392640, 4051169.44693, 0
392628.440887, 4051180, 0
392620, 4051188.07553, 0
392600, 4051198.129, 0
392592.625349, 4051200, 0
392580, 4051202.58153, 0
392560, 4051203.03958, 0
392540, 4051201.2424, 0
392535.903342, 4051200, 0
392520, 4051195.01362, 0
392500, 4051191.47749, 0
392480, 4051194.36355, 0
392471.580713, 4051200, 0
392460, 4051210.63624, 0
392450.199146, 4051220, 0
392440, 4051233.26245, 0
392435.536357, 4051240, 0
392425.057876, 4051260, 0
392420, 4051275.82182, 0
392418.217629, 4051280, 0
392403.566754, 4051300, 0
392400, 4051304.55001, 0
392388.135004, 4051320, 0
392380, 4051339.12578, 0
392379.550299, 4051340, 0
392361.668654, 4051360, 0
392360, 4051362.05746, 0
392343.307181, 4051380, 0
392340, 4051384.06118, 0
392327.339322, 4051400, 0
392320, 4051408.05711, 0
392307.718181, 4051420, 0
392300, 4051425.89152, 0
392283.321006, 4051440, 0
392280, 4051442.50087, 0
392260, 4051457.05346, 0
392256.082702, 4051460, 0
392240, 4051468.69453, 0
392220, 4051476.67446, 0
392205.742192, 4051480, 0
392200, 4051481.27528, 0
392180, 4051486.74237, 0
392163.35861, 4051500, 0
392160, 4051502.7557, 0
392142.830132, 4051520, 0
392140, 4051523.07055, 0
392124.22937, 4051540, 0
392120, 4051543.21208, 0
392100, 4051556.16973, 0
392092.848259, 4051560, 0
392080, 4051565.78122, 0
392060, 4051572.88493, 0
392052.208552, 4051580, 0
392040, 4051592.2644, 0
392031.643926, 4051600, 0
392020, 4051617.77903, 0
392018.483644, 4051620, 0
392000, 4051639.17252, 0
391999.015602, 4051640, 0
391980, 4051652.39564, 0
391968.711529, 4051660, 0
391960, 4051665.04368, 0
391940, 4051672.56955, 0
391920, 4051672.66731, 0
391900, 4051675.17197, 0
391891.265437, 4051680, 0
391880, 4051686.76484, 0
391860.938759, 4051700, 0
391860, 4051700.56668, 0
391840, 4051703.68522, 0
391833.167859, 4051700, 0
391820, 4051690.14588, 0
391811.91183, 4051680, 0
391800, 4051663.3821, 0
391797.606383, 4051660, 0
391786.063959, 4051640, 0
391780, 4051634.27515, 0
391760, 4051624.35234, 0
391740, 4051630.02722, 0
391720, 4051635.24397, 0
391700, 4051639.7987, 0
391699.556769, 4051640, 0
391680, 4051648.46714, 0
391665.371798, 4051660, 0
391660, 4051665.36284, 0
391640, 4051674.25655, 0
391632.482905, 4051680, 0
391620, 4051689.34042, 0
391608.747065, 4051700, 0
391604.768543, 4051720, 0
391620, 4051732.23153, 0
391632.904118, 4051720, 0
391640, 4051711.78034, 0
391657.267815, 4051700, 0
391660, 4051697.30498, 0
391680, 4051685.49821, 0
391688.442638, 4051680, 0
391700, 4051671.99033, 0
391720, 4051678.86538, 0
391721.245408, 4051680, 0
391738.632328, 4051700, 0
391740, 4051701.54021, 0
391754.856147, 4051720, 0
391760, 4051733.14004, 0
391761.222172, 4051740, 0
391760, 4051743.47466, 0
391746.774583, 4051760, 0
391740, 4051767.68587, 0
391728.296265, 4051780, 0
391720, 4051788.63099, 0
391707.402537, 4051800, 0
391700, 4051804.56777, 0
391680, 4051800.92333, 0
391679.087739, 4051800, 0
391660, 4051782.76996, 0
391643.646741, 4051800, 0
391657.935082, 4051820, 0
391660, 4051829.28217, 0
391661.346875, 4051840, 0
391660, 4051846.68949, 0
391655.429743, 4051860, 0
391642.121956, 4051880, 0
391640, 4051882.27867, 0
391620, 4051898.5259, 0
391618.241498, 4051900, 0
391600, 4051914.17587, 0
391591.939928, 4051920, 0
391580, 4051929.48445, 0
391563.912277, 4051940, 0
391560, 4051942.87973, 0
391540, 4051954.51354, 0
391520.219919, 4051960, 0
391520, 4051960.0498, 0
391519.256462, 4051960, 0
391500, 4051958.33315, 0
391480, 4051944.07928, 0
391476.385322, 4051940, 0
391461.344057, 4051920, 0
391460, 4051918.74963, 0
391440, 4051907.21026, 0
391420.224148, 4051900, 0
391420, 4051899.91519, 0
391414.501274, 4051900, 0
391400, 4051900.26441, 0
391380, 4051918.91472, 0
391379.264739, 4051920, 0
391373.08464, 4051940, 0
391371.732104, 4051960, 0
391367.752431, 4051980, 0
391360, 4051990.05138, 0
391340, 4051994.61443, 0
391320, 4051993.36217, 0
391300, 4051985.67283, 0
391293.256121, 4051980, 0
391290.705143, 4051960, 0
391299.897716, 4051940, 0
391300, 4051939.86138, 0
391311.550947, 4051920, 0
391320, 4051903.82985, 0
391322.675026, 4051900, 0
391326.616309, 4051880, 0
391320, 4051869.45449, 0
391300, 4051860.63346, 0
391281.051308, 4051860, 0
391280, 4051859.96536, 0
391279.86808, 4051860, 0
391260, 4051864.593, 0
391240, 4051876.68302, 0
391235.33851, 4051880, 0
391220, 4051890.14536, 0
391200, 4051882.6954, 0
391196.455705, 4051880, 0
391180, 4051868.00489, 0
391166.733477, 4051860, 0
391160, 4051854.73053, 0
391145.597741, 4051840, 0
391140, 4051834.36214, 0
391120, 4051830.82817, 0
391100, 4051824.36695, 0
391092.723241, 4051820, 0
391080, 4051811.40918, 0
391060, 4051802.08391, 0
391046.908108, 4051800, 0
391040, 4051799.03982, 0
391021.082158, 4051780, 0
391020, 4051778.79764, 0
391000, 4051763.45934, 0
390994.421523, 4051760, 0
390980, 4051751.2519, 0
390960, 4051742.61917, 0
390940, 4051742.43555, 0
390920, 4051740.79967, 0
390900, 4051754.08992, 0
390894.258472, 4051760, 0
390899.360986, 4051780, 0
390896.053096, 4051800, 0
390882.370414, 4051820, 0
390880, 4051822.25162, 0
390860, 4051833.37176, 0
390840, 4051838.2563, 0
390820, 4051835.17815, 0
390800, 4051825.55855, 0
390792.729429, 4051820, 0
390780, 4051807.23978, 0
390775.365707, 4051800, 0
390769.591341, 4051780, 0
390775.089589, 4051760, 0
390780, 4051751.46393, 0
390788.380379, 4051740, 0
390797.83603, 4051720, 0
390795.975057, 4051700, 0
390780, 4051680.72041, 0
390779.484507, 4051680, 0
390764.150794, 4051660, 0
390760, 4051655.36793, 0
390746.40593, 4051640, 0
390740, 4051633.76494, 0
390727.403671, 4051620, 0
390720, 4051610.96439, 0
390707.092547, 4051600, 0
390700, 4051595.76384, 0
390680, 4051591.17641, 0
390660, 4051589.39236, 0
390640, 4051585.65345, 0
390635.404013, 4051580, 0
390633.811319, 4051560, 0
390640, 4051555.86371, 0
390660, 4051551.73359, 0
390680, 4051554.66353, 0
390700, 4051549.02408, 0
390705.294391, 4051540, 0
390700, 4051531.72785, 0
390680, 4051524.87511, 0
390660, 4051525.75136, 0
390640, 4051522.92299, 0
390627.229893, 4051520, 0
390620, 4051518.43269, 0
390603.351304, 4051520, 0
390600, 4051520.26289, 0
390580, 4051521.05075, 0
390560, 4051524.61513, 0
390540, 4051527.27639, 0
390520, 4051530.35382, 0
390504.445282, 4051540, 0
390500, 4051545.47823, 0
390480, 4051549.95742, 0
390466.229419, 4051560, 0
390460, 4051574.29952, 0
390456.921815, 4051580, 0
390460, 4051584.80403, 0
390480, 4051595.58848, 0
390498.171858, 4051580, 0
390500, 4051577.59911, 0
390520, 4051565.15061, 0
390527.122337, 4051560, 0
390540, 4051557.33943, 0
390560, 4051556.89181, 0
390563.190543, 4051560, 0
390560, 4051572.36591, 0
390550.33529, 4051580, 0
390540, 4051582.2403, 0
390520, 4051591.49184, 0
390512.730132, 4051600, 0
390501.233123, 4051620, 0
390500, 4051633.3222, 0
390499.37421, 4051640, 0
390500, 4051643.45543, 0
390502.722945, 4051660, 0
390500, 4051663.96287, 0
390480, 4051678.48505, 0
390475.470746, 4051680, 0
390460, 4051683.12905, 0
390440, 4051688.72065, 0
390428.418383, 4051700, 0
390420, 4051711.11239, 0
390414.645939, 4051720, 0
390402.438818, 4051740, 0
390400, 4051743.38116, 0
390380, 4051757.18605, 0
390372.945096, 4051760, 0
390360, 4051762.92718, 0
390340, 4051763.73936, 0
390320, 4051762.36572, 0
390300, 4051777.94433, 0
390297.647803, 4051780, 0
390280, 4051787.77058, 0
390260, 4051797.43471, 0
390254.539845, 4051800, 0
390240, 4051806.8649, 0
390220, 4051817.34257, 0
390216.148499, 4051820, 0
390200, 4051831.15414, 0
390191.120941, 4051840, 0
390180, 4051847.42954, 0
390164.131317, 4051860, 0
390160, 4051864.14789, 0
390140.376076, 4051880, 0
390140, 4051880.33352, 0
390120, 4051899.49354, 0
390119.427775, 4051900, 0
390100, 4051918.84494, 0
390099.098901, 4051920, 0
390084.171268, 4051940, 0
390080, 4051950.02485, 0
390072.260556, 4051960, 0
390080, 4051977.39256, 0
390100, 4051962.9511, 0
390108.201846, 4051960, 0
390120, 4051958.3949, 0
390140, 4051955.31021, 0
390160, 4051953.35374, 0
390180, 4051954.58308, 0
390200, 4051954.1367, 0
390210.374064, 4051960, 0
390220, 4051968.71204, 0
390224.108213, 4051980, 0
390233.694069, 4052000, 0
390240, 4052005.37245, 0
390244.669419, 4052000, 0
390260, 4051987.24896, 0
390280, 4051982.06247, 0
390284.595888, 4051980, 0
390300, 4051969.30434, 0
390317.986481, 4051960, 0
390320, 4051958.91995, 0
390340, 4051955.58033, 0
390360, 4051957.8983, 0
390364.949361, 4051960, 0
390380, 4051973.37874, 0
390387.719689, 4051980, 0
390400, 4051991.81308, 0
390406.298972, 4052000, 0
390420, 4052015.15999, 0
390424.035518, 4052020, 0
390433.41359, 4052040, 0
390440, 4052053.00466, 0
390442.893526, 4052060, 0
390451.6969, 4052080, 0
390460, 4052099.23238, 0
390460.292076, 4052100, 0
390467.768547, 4052120, 0
390475.143123, 4052140, 0
390480, 4052152.69107, 0
390481.657874, 4052160, 0
390485.817522, 4052180, 0
390489.596073, 4052200, 0
390498.803616, 4052220, 0
390500, 4052226.44277, 0
390501.393986, 4052240, 0
390505.188436, 4052260, 0
390508.5964, 4052280, 0
390512.711726, 4052300, 0
390517.738722, 4052320, 0
390518.229063, 4052340, 0
390520, 4052347.80154, 0
390521.261332, 4052360, 0
390522.516403, 4052380, 0
390521.734766, 4052400, 0
390522.185529, 4052420, 0
390520.688448, 4052440, 0
390520.230578, 4052460, 0
390520, 4052462.57459, 0
390516.510439, 4052480, 0
390507.764111, 4052500, 0
390506.726736, 4052520, 0
390501.932271, 4052540, 0
390500, 4052545.45912, 0
390493.199441, 4052560, 0
390485.293705, 4052580, 0
390480.757112, 4052600, 0
390480, 4052601.20331, 0
390468.23102, 4052620, 0
390463.770361, 4052640, 0
390460.039538, 4052660, 0
390460, 4052660.05123, 0
390445.750371, 4052680, 0
390440.521675, 4052700, 0
390440, 4052700.81546, 0
390426.25292, 4052720, 0
390420, 4052738.70537, 0
390419.292452, 4052740, 0
390404.571808, 4052760, 0
390400, 4052768.54276, 0
390390.723559, 4052780, 0
390380.051525, 4052800, 0
390380, 4052800.05954, 0
390361.965714, 4052820, 0
390360, 4052822.40276, 0
390342.629567, 4052840, 0
390340, 4052842.91369, 0
390324.334228, 4052860, 0
390320, 4052865.9001, 0
390307.497995, 4052880, 0
390300, 4052890.81518, 0
390291.124512, 4052900, 0
390280, 4052913.70963, 0
390274.372274, 4052920, 0
390260, 4052936.82929, 0
390257.187457, 4052940, 0
390240, 4052956.39317, 0
390236.754821, 4052960, 0
390220, 4052976.24791, 0
390215.086015, 4052980, 0
390200, 4052992.82618, 0
390192.493509, 4053000, 0
390180, 4053009.3891, 0
390169.462931, 4053020, 0
390160, 4053027.89746, 0
390146.298023, 4053040, 0
390140, 4053044.80279, 0
390121.178406, 4053060, 0
390120, 4053061.15142, 0
390100, 4053077.48476, 0
390096.876671, 4053080, 0
390080, 4053088.87414, 0
390066.13329, 4053100, 0
390060, 4053104.68344, 0
390042.080248, 4053120, 0
390040, 4053121.67224, 0
390020, 4053130.24994, 0
390004.556859, 4053140, 0
390000, 4053143.31662, 0
389980, 4053151.74533, 0
389960, 4053159.54048, 0
389940, 4053152.66646, 0
389921.242589, 4053140, 0
389920, 4053139.21695, 0
389900, 4053132.02811, 0
389887.668778, 4053120, 0
389880, 4053116.82893, 0
389871.083506, 4053120, 0
389874.979837, 4053140, 0
389880, 4053149.67896, 0
389887.275127, 4053160, 0
389893.960141, 4053180, 0
389900, 4053197.65936, 0
389900.64488, 4053200, 0
389900, 4053202.74353, 0
389896.973296, 4053220, 0
389893.092515, 4053240, 0
389880, 4053252.60893, 0
389874.45603, 4053260, 0
389860, 4053278.60456, 0
389840, 4053278.24965, 0
389826.239219, 4053280, 0
389820, 4053281.43836, 0
389818.731949, 4053280, 0
389813.85644, 4053260, 0
389810.5016, 4053240, 0
389800, 4053227.17197, 0
389794.567477, 4053220, 0
389780, 4053211.46956, 0
389760, 4053210.38747, 0
389740, 4053216.72655, 0
389736.360831, 4053220, 0
389723.507479, 4053240, 0
389725.603309, 4053260, 0
389728.126799, 4053280, 0
389720, 4053294.89346, 0
389715.501383, 4053300, 0
389720, 4053315.52699, 0
389736.208225, 4053320, 0
389740, 4053321.52911, 0
389755.226747, 4053340, 0
389740, 4053350.95362, 0
389730.755728, 4053360, 0
389720, 4053368.17552, 0
389703.831214, 4053380, 0
389700, 4053384.52499, 0
389686.168825, 4053400, 0
389680, 4053405.32329, 0
389665.938591, 4053420, 0
389660, 4053427.80499, 0
389651.078985, 4053440, 0
389640.472616, 4053460, 0
389640, 4053460.62647, 0
389620, 4053465.71754, 0
389609.451487, 4053460, 0
389600, 4053452.52691, 0
389580, 4053446.06238, 0
389566.52414, 4053460, 0
389579.475661, 4053480, 0
389580, 4053480.3377, 0
389600, 4053494.12897, 0
389602.351354, 4053500, 0
389600.500207, 4053520, 0
389600, 4053520.8197, 0
389582.726633, 4053540, 0
389580, 4053542.17977, 0
389560, 4053551.91437, 0
389540, 4053551.75655, 0
389520.101852, 4053540, 0
389520, 4053539.8208, 0
389500, 4053526.06391, 0
389490.780516, 4053540, 0
389481.815778, 4053560, 0
389480, 4053562.78441, 0
389462.033761, 4053580, 0
389460, 4053582.75139, 0
389446.825452, 4053600, 0
389440, 4053607.17904, 0
389421.058492, 4053620, 0
389420, 4053620.4802, 0
389400, 4053629.40837, 0
389384.680441, 4053640, 0
389380, 4053643.78131, 0
389369.748487, 4053660, 0
389370.773681, 4053680, 0
389380, 4053695.49736, 0
389382.065269, 4053700, 0
389384.843939, 4053720, 0
389386.421034, 4053740, 0
389389.49234, 4053760, 0
389391.030125, 4053780, 0
389386.321615, 4053800, 0
389380, 4053816.90597, 0
389378.477833, 4053820, 0
389366.505668, 4053840, 0
389360, 4053856.03442, 0
389357.963728, 4053860, 0
389342.337358, 4053880, 0
389340, 4053882.3973, 0
389320, 4053899.06164, 0
389318.733743, 4053900, 0
389300, 4053909.98592, 0
389284.810502, 4053920, 0
389280, 4053922.18101, 0
389260, 4053930.02029, 0
389240, 4053937.82189, 0
389230.581087, 4053940, 0
389220, 4053941.6873, 0
389200, 4053944.35135, 0
389180, 4053944.83405, 0
389160, 4053944.85362, 0
389140, 4053943.59058, 0
389133.049081, 4053940, 0
389120, 4053932.79266, 0
389106.840406, 4053920, 0
389100, 4053909.46949, 0
389094.69817, 4053900, 0
389086.755467, 4053880, 0
389083.521842, 4053860, 0
389080, 4053843.12664, 0
389079.374112, 4053840, 0
389066.226192, 4053820, 0
389060, 4053806.64134, 0
389057.350259, 4053800, 0
389045.082256, 4053780, 0
389040, 4053774.2049, 0
389025.257887, 4053760, 0
389020, 4053755.74947, 0
389000, 4053754.50384, 0
388991.39827, 4053760, 0
388980, 4053767.70523, 0
388965.659709, 4053780, 0
388960, 4053783.31558, 0
388940, 4053799.31224, 0
388939.021766, 4053800, 0
388929.225283, 4053820, 0
388924.380358, 4053840, 0
388920, 4053843.6776, 0
388900, 4053856.51292, 0
388896.005683, 4053860, 0
388880, 4053874.67196, 0
388876.458736, 4053880, 0
388873.202063, 4053900, 0
388877.075714, 4053920, 0
388880, 4053925.49281, 0
388900, 4053930.2945, 0
388910.812732, 4053940, 0
388920, 4053946.50304, 0
388940, 4053950.13945, 0
388959.269859, 4053960, 0
388960, 4053960.69648, 0
388967.403828, 4053980, 0
388971.430344, 4054000, 0
388977.029815, 4054020, 0
388973.354336, 4054040, 0
388961.193232, 4054060, 0
388960, 4054061.57987, 0
388944.280336, 4054080, 0
388940, 4054083.90951, 0
388921.343875, 4054100, 0
388920, 4054100.90466, 0
388900, 4054106.4179, 0
388880, 4054105.0103, 0
388874.442097, 4054100, 0
388860, 4054086.95065, 0
388848.509733, 4054080, 0
388840, 4054074.11943, 0
388820, 4054077.64267, 0
388818.372604, 4054080, 0
388808.013735, 4054100, 0
388800, 4054105.2524, 0
388780, 4054105.10521, 0
388760, 4054100.41446, 0
388759.34018, 4054100, 0
388758.719261, 4054080, 0
388760, 4054070.75252, 0
388762.502597, 4054060, 0
388760, 4054056.19512, 0
388740, 4054049.48248, 0
388724.739902, 4054060, 0
388720, 4054060.93077, 0
388700, 4054061.39777, 0
388680, 4054067.53599, 0
388662.726784, 4054080, 0
388661.786427, 4054100, 0
388680, 4054113.91935, 0
388683.651678, 4054120, 0
388684.952155, 4054140, 0
388680, 4054146.29693, 0
388660, 4054140.35191, 0
388640, 4054142.47881, 0
388628.789708, 4054160, 0
388620, 4054166.86599, 0
388600.135903, 4054180, 0
388600, 4054180.07564, 0
388580, 4054197.1923, 0
388572.82821, 4054200, 0
388564.201516, 4054220, 0
388579.869204, 4054240, 0
388580, 4054240.15289, 0
388582.977215, 4054260, 0
388580.670312, 4054280, 0
388580, 4054280.32687, 0
388560, 4054296.38681, 0
388541.761721, 4054280, 0
388540, 4054277.77796, 0
388539.417342, 4054280, 0
388540, 4054280.76403, 0
388558.337437, 4054300, 0
388543.801095, 4054320, 0
